price,product,place,amount,date,hot,rain,snow,cost,mean_of_comp_prices
3.7500000000000004,Целебные травы,Нокрон,39.50298647008069,2216-05-04,0,0,0,1.54,3.5366666666666666
3.7500000000000004,Целебные травы,Нокрон,49.40258829442621,2216-05-05,0,1,0,1.54,3.7199999999999998
3.7500000000000004,Целебные травы,Нокрон,57.15666307954762,2216-05-06,1,0,0,1.54,3.783333333333333
3.7500000000000004,Целебные травы,Нокрон,47.638549337282726,2216-05-07,0,0,0,1.8,3.585
3.7500000000000004,Целебные травы,Нокрон,47.212655941463666,2216-05-08,1,0,0,1.8,4.01
3.7500000000000004,Целебные травы,Нокрон,56.11292526402426,2216-05-09,0,0,1,1.8,3.45
3.7500000000000004,Целебные травы,Нокрон,55.3870622988926,2216-05-10,1,0,0,1.8,3.9066666666666663
3.7500000000000004,Целебные травы,Нокрон,47.46407465095111,2216-05-11,1,0,0,1.8,3.47
3.7500000000000004,Целебные травы,Нокрон,40.23098358173023,2216-05-12,0,0,0,1.8,3.546666666666667
3.7500000000000004,Целебные травы,Нокрон,55.25458536251363,2216-05-13,0,1,0,1.8,3.47
3.7500000000000004,Целебные травы,Нокрон,52.400150892484696,2216-05-14,0,0,1,1.8,3.545
3.7500000000000004,Целебные травы,Нокрон,33.97213386461058,2216-05-15,0,0,0,1.8,3.8800000000000003
3.8400000000000003,Целебные травы,Нокрон,40.37950472071364,2216-05-16,0,0,0,1.8,3.8233333333333337
3.8400000000000003,Целебные травы,Нокрон,52.36485274792077,2216-05-17,1,0,0,1.8,3.8800000000000003
3.8400000000000003,Целебные травы,Нокрон,49.08447799633753,2216-05-18,0,1,0,1.8,0.0
3.8400000000000003,Целебные травы,Нокрон,33.01259264117633,2216-05-19,0,0,0,1.8,4.63
3.8400000000000003,Целебные травы,Нокрон,40.50664827016855,2216-05-20,0,0,0,1.8,3.47
3.8400000000000003,Целебные травы,Нокрон,54.93762351725752,2216-05-21,1,0,0,1.8,3.9
3.8400000000000003,Целебные травы,Нокрон,43.289211417988284,2216-05-22,0,0,0,2.86,4.04
3.8400000000000003,Целебные травы,Нокрон,46.29047293006426,2216-05-23,0,0,0,2.86,3.7925
3.8400000000000003,Целебные травы,Нокрон,45.40071930058933,2216-05-24,0,0,1,2.86,3.545
3.8400000000000003,Целебные травы,Нокрон,46.80875045892771,2216-05-25,1,0,0,2.86,3.7925
3.8400000000000003,Целебные травы,Нокрон,46.03791315058012,2216-05-26,0,1,0,2.86,3.8233333333333337
3.8400000000000003,Целебные травы,Нокрон,40.77089260213618,2216-05-27,0,0,0,2.86,3.435
3.8400000000000003,Целебные травы,Нокрон,51.81988367429904,2216-05-28,1,0,0,2.86,3.5599999999999996
3.8400000000000003,Целебные травы,Нокрон,49.08038232510176,2216-05-29,0,1,0,2.86,4.0649999999999995
3.8400000000000003,Целебные травы,Нокрон,49.11593243169874,2216-05-30,0,0,0,2.86,3.495
3.8400000000000003,Целебные травы,Нокрон,54.60336186930738,2216-05-31,0,0,1,2.86,0.0
3.8400000000000003,Целебные травы,Нокрон,45.43903098666235,2216-06-01,0,0,0,2.86,4.18
4.13,Целебные травы,Нокрон,44.54421637690365,2216-06-02,0,0,0,2.61,3.7299999999999995
4.13,Целебные травы,Нокрон,44.53030379939149,2216-06-03,0,1,0,2.61,0.0
4.13,Целебные травы,Нокрон,36.40355495842904,2216-06-04,0,0,0,2.61,3.435
4.13,Целебные травы,Нокрон,43.63146988850279,2216-06-05,0,0,0,2.61,3.6149999999999998
4.13,Целебные травы,Нокрон,40.47214382357906,2216-06-06,0,0,0,2.61,3.37
4.13,Целебные травы,Нокрон,52.41854420019581,2216-06-07,0,0,1,2.61,3.7299999999999995
4.13,Целебные травы,Нокрон,49.507959100740464,2216-06-08,0,1,0,2.61,3.435
4.3,Целебные травы,Нокрон,55.906807096420906,2216-06-09,1,0,0,2.61,4.04
4.3,Целебные травы,Нокрон,39.865864823511856,2216-06-10,0,0,0,2.61,3.37
4.3,Целебные травы,Нокрон,46.33340797790832,2216-06-11,0,1,0,2.61,4.58
4.3,Целебные травы,Нокрон,52.26124836363629,2216-06-12,1,0,0,2.61,3.6149999999999998
4.3,Целебные травы,Нокрон,53.18070477713195,2216-06-13,0,1,0,2.63,3.513333333333333
4.3,Целебные травы,Нокрон,58.761921412662986,2216-06-14,0,0,1,2.63,3.936666666666666
4.3,Целебные травы,Нокрон,42.92534539921929,2216-06-15,0,0,0,2.63,3.4050000000000002
4.3,Целебные травы,Нокрон,54.33738832311952,2216-06-16,1,0,0,2.63,3.936666666666666
4.3,Целебные травы,Нокрон,41.20224539437526,2216-06-17,0,0,0,2.63,3.5
4.3,Целебные травы,Нокрон,50.3535189008346,2216-06-18,0,0,1,2.63,3.5
4.3,Целебные травы,Нокрон,57.67782366656106,2216-06-19,1,0,0,2.63,3.796666666666667
4.3,Целебные травы,Нокрон,58.236526269042294,2216-06-20,0,0,1,2.63,3.513333333333333
4.3,Целебные травы,Нокрон,41.371256846558154,2216-06-21,0,0,0,2.63,0.0
4.3,Целебные травы,Нокрон,47.98302143042514,2216-06-22,0,0,0,2.63,4.016666666666667
4.22,Целебные травы,Нокрон,45.301973207061494,2216-06-23,0,0,0,2.63,4.0600000000000005
4.22,Целебные травы,Нокрон,53.01482416944188,2216-06-24,0,0,1,2.63,3.965
4.22,Целебные травы,Нокрон,54.88904790856329,2216-06-25,0,1,0,2.63,3.735
4.22,Целебные травы,Нокрон,43.72014281934407,2216-06-26,0,0,0,1.38,3.31
4.22,Целебные травы,Нокрон,44.36611051744764,2216-06-27,0,0,0,1.38,4.295
4.22,Целебные травы,Нокрон,46.36180691667161,2216-06-28,0,0,0,1.38,3.893333333333333
4.22,Целебные травы,Нокрон,58.25542955472053,2216-06-29,0,0,1,1.38,3.9699999999999998
4.22,Целебные травы,Нокрон,55.52252384669015,2216-06-30,1,0,0,1.38,4.035
4.22,Целебные травы,Нокрон,43.437990144270515,2216-07-01,0,0,0,1.38,3.893333333333333
4.22,Целебные травы,Нокрон,56.56672929551382,2216-07-02,0,1,0,1.38,3.9699999999999998
4.22,Целебные травы,Нокрон,61.79505210178236,2216-07-03,0,0,1,1.38,3.9699999999999998
4.22,Целебные травы,Нокрон,49.18526494146298,2216-07-04,0,0,0,1.38,3.893333333333333
4.22,Целебные травы,Нокрон,49.59393711953378,2216-07-05,0,0,0,1.38,3.79
4.22,Целебные травы,Нокрон,53.65948256963051,2216-07-06,1,0,0,1.38,3.71
4.22,Целебные травы,Нокрон,46.04021012697123,2216-07-07,0,0,0,1.38,3.79
4.22,Целебные травы,Нокрон,63.519595979548896,2216-07-08,1,0,0,1.38,4.066666666666666
4.22,Целебные травы,Нокрон,61.28181024881682,2216-07-09,0,0,1,1.38,4.066666666666666
4.22,Целебные травы,Нокрон,54.828362791735074,2216-07-10,0,0,1,1.38,3.71
4.17,Целебные травы,Нокрон,44.469743564262174,2216-07-11,0,0,0,1.38,4.295
4.17,Целебные травы,Нокрон,66.64579561854538,2216-07-12,0,0,1,1.38,4.09
4.17,Целебные травы,Нокрон,63.861192726910964,2216-07-13,1,0,0,1.38,3.45
4.17,Целебные травы,Нокрон,50.05797820088803,2216-07-14,0,0,0,1.38,4.053333333333334
4.17,Целебные травы,Нокрон,48.53100351986102,2216-07-15,0,0,0,1.38,3.55
4.17,Целебные травы,Нокрон,48.97011087371161,2216-07-16,0,0,0,3.13,3.986666666666667
4.17,Целебные травы,Нокрон,48.91297922262119,2216-07-17,0,0,1,3.13,3.795
4.17,Целебные травы,Нокрон,57.5160505566961,2216-07-18,1,0,0,3.13,4.130000000000001
4.17,Целебные травы,Нокрон,42.03694321796546,2216-07-19,0,0,0,3.13,3.9625000000000004
4.17,Целебные травы,Нокрон,50.407773673038605,2216-07-20,0,0,1,3.13,3.6900000000000004
4.17,Целебные травы,Нокрон,44.05742774481366,2216-07-21,0,0,0,3.13,4.066666666666667
4.17,Целебные травы,Нокрон,45.96382633408505,2216-07-22,0,0,0,3.13,4.255
4.17,Целебные травы,Нокрон,62.629691345328006,2216-07-23,1,0,0,3.13,3.795
4.17,Целебные травы,Нокрон,46.21905881040232,2216-07-24,0,0,0,3.13,3.6900000000000004
4.17,Целебные травы,Нокрон,61.262211899129134,2216-07-25,1,0,0,3.13,4.130000000000001
4.17,Целебные травы,Нокрон,44.22127950344033,2216-07-26,0,0,0,3.13,3.9625000000000004
4.17,Целебные травы,Нокрон,61.16125308333289,2216-07-27,1,0,0,3.13,3.6900000000000004
4.17,Целебные травы,Нокрон,59.960240749834604,2216-07-28,0,1,0,3.13,3.65
4.17,Целебные травы,Нокрон,54.357972695879745,2216-07-29,1,0,0,3.13,4.130000000000001
4.17,Целебные травы,Нокрон,48.195644941615825,2216-07-30,0,0,0,3.13,4.11
4.17,Целебные травы,Нокрон,46.93304854370472,2216-07-31,0,0,0,3.13,4.11
4.17,Целебные травы,Нокрон,52.25660453085258,2216-08-01,0,0,0,3.13,3.9875000000000003
4.38,Целебные травы,Нокрон,51.318130127835225,2216-08-02,0,0,0,3.3,4.05
4.38,Целебные травы,Нокрон,55.337458287042935,2216-08-03,0,1,0,3.3,4.05
4.38,Целебные травы,Нокрон,49.57700073584483,2216-08-04,0,0,0,3.3,3.84
4.38,Целебные травы,Нокрон,47.314523523885455,2216-08-05,0,0,0,3.3,4.53
4.38,Целебные травы,Нокрон,62.44759638612242,2216-08-06,1,0,0,3.3,4.1000000000000005
4.38,Целебные травы,Нокрон,44.05787209867789,2216-08-07,0,0,0,3.3,4.05
4.38,Целебные травы,Нокрон,48.06180444461016,2216-08-08,0,0,0,3.3,4.153333333333333
4.38,Целебные травы,Нокрон,49.48577156964952,2216-08-09,0,0,0,3.3,3.78
4.38,Целебные травы,Нокрон,63.29163335856617,2216-08-10,1,0,0,3.3,4.0600000000000005
4.38,Целебные травы,Нокрон,58.75537994466992,2216-08-11,1,0,0,3.3,3.8550000000000004
4.38,Целебные травы,Нокрон,47.3429729181276,2216-08-12,0,0,0,3.3,4.53
4.38,Целебные травы,Нокрон,45.50329978072378,2216-08-13,0,0,0,3.3,3.9650000000000003
4.38,Целебные травы,Нокрон,52.46490104472317,2216-08-14,0,0,1,3.3,4.0600000000000005
4.38,Целебные травы,Нокрон,54.76949293759378,2216-08-15,0,0,1,3.3,3.8899999999999997
4.4799999999999995,Целебные травы,Нокрон,42.946222726421375,2216-08-16,0,0,0,3.3,4.215000000000001
4.4799999999999995,Целебные травы,Нокрон,47.839532024018546,2216-08-17,0,0,0,3.3,4.0525
4.4799999999999995,Целебные травы,Нокрон,43.802255070499996,2216-08-18,0,0,0,3.3,3.95
4.4799999999999995,Целебные травы,Нокрон,53.14851686187172,2216-08-19,0,1,0,3.3,3.91
4.4799999999999995,Целебные травы,Нокрон,50.277910719277145,2216-08-20,0,0,0,3.3,4.175
4.4799999999999995,Целебные травы,Нокрон,42.343811768632605,2216-08-21,0,0,0,3.3,4.265000000000001
4.4799999999999995,Целебные травы,Нокрон,41.06284666086272,2216-08-22,0,0,0,2.88,4.07
4.4799999999999995,Целебные травы,Нокрон,56.84643940926565,2216-08-23,1,0,0,2.88,4.153333333333333
4.4799999999999995,Целебные травы,Нокрон,50.670299546265845,2216-08-24,0,0,0,2.88,4.153333333333333
4.4799999999999995,Целебные травы,Нокрон,58.53810888549307,2216-08-25,0,0,1,2.88,3.9066666666666667
4.4799999999999995,Целебные травы,Нокрон,46.611638580343055,2216-08-26,0,0,0,2.88,4.07
4.4799999999999995,Целебные травы,Нокрон,49.477554441886326,2216-08-27,0,0,1,2.88,4.000000000000001
4.4799999999999995,Целебные травы,Нокрон,42.86674466162151,2216-08-28,0,0,0,2.88,4.126666666666668
4.4799999999999995,Целебные травы,Нокрон,47.10677932001921,2216-08-29,1,0,0,2.88,4.15
4.4799999999999995,Целебные травы,Нокрон,46.27141248522975,2216-08-30,0,0,0,2.88,3.9850000000000003
4.4799999999999995,Целебные травы,Нокрон,44.26080935700359,2216-08-31,0,0,1,2.88,4.34
4.4799999999999995,Целебные травы,Нокрон,56.46247474135149,2216-09-01,0,0,1,2.88,4.135
4.4799999999999995,Целебные травы,Нокрон,50.366572033149914,2216-09-02,1,0,0,2.88,4.12
4.4799999999999995,Целебные травы,Нокрон,41.52179779676001,2216-09-03,0,0,0,2.88,4.000000000000001
4.4799999999999995,Целебные травы,Нокрон,46.21974591909907,2216-09-04,0,0,0,2.88,4.280000000000001
4.4799999999999995,Целебные травы,Нокрон,38.45719816560285,2216-09-05,0,0,0,2.88,0.0
4.4799999999999995,Целебные травы,Нокрон,38.04736051829773,2216-09-06,0,0,0,2.88,4.0600000000000005
4.579999999999999,Целебные травы,Нокрон,54.771729829563355,2216-09-07,1,0,0,2.88,4.2266666666666675
4.579999999999999,Целебные травы,Нокрон,42.34229956479636,2216-09-08,0,0,0,2.88,4.090000000000001
4.579999999999999,Целебные травы,Нокрон,42.636227862895,2216-09-09,0,0,0,2.88,4.000000000000001
4.579999999999999,Целебные травы,Нокрон,54.88341953824579,2216-09-10,0,0,1,2.88,4.3500000000000005
4.579999999999999,Целебные травы,Нокрон,58.331490460011814,2216-09-11,1,0,0,2.88,4.0600000000000005
4.579999999999999,Целебные травы,Нокрон,53.847388176994485,2216-09-12,0,0,1,2.88,4.000000000000001
4.579999999999999,Целебные травы,Нокрон,40.74925168905385,2216-09-13,0,0,0,2.88,4.090000000000001
4.579999999999999,Целебные травы,Нокрон,40.87132284782099,2216-09-14,0,0,0,2.88,4.1000000000000005
4.579999999999999,Целебные травы,Нокрон,55.14556453194726,2216-09-15,0,0,1,3.61,4.256666666666667
4.579999999999999,Целебные травы,Нокрон,58.235898129730714,2216-09-16,1,0,0,3.61,4.3500000000000005
4.579999999999999,Целебные травы,Нокрон,63.50492517026066,2216-09-17,0,0,1,3.61,4.283333333333334
4.579999999999999,Целебные травы,Нокрон,56.62336032843235,2216-09-18,1,0,0,3.61,4.140000000000001
4.579999999999999,Целебные травы,Нокрон,49.919594331429266,2216-09-19,0,0,0,3.61,4.375
4.579999999999999,Целебные травы,Нокрон,46.76152609634428,2216-09-20,0,0,0,3.61,0.0
4.659999999999999,Целебные травы,Нокрон,51.47194353069578,2216-09-21,0,0,0,3.61,4.183333333333334
4.659999999999999,Целебные травы,Нокрон,59.89122560474509,2216-09-22,0,0,1,3.61,4.183333333333334
4.659999999999999,Целебные травы,Нокрон,50.03507305033297,2216-09-23,0,0,0,3.61,4.375
4.659999999999999,Целебные травы,Нокрон,52.927378793228534,2216-09-24,0,1,0,2.35,4.175000000000001
4.659999999999999,Целебные травы,Нокрон,39.7596429112145,2216-09-25,0,0,0,2.35,0.0
4.659999999999999,Целебные травы,Нокрон,51.775099906455274,2216-09-26,0,0,0,2.35,4.25
4.659999999999999,Целебные травы,Нокрон,44.959839681745194,2216-09-27,0,0,0,2.35,4.300000000000001
4.659999999999999,Целебные травы,Нокрон,58.394849816129785,2216-09-28,0,1,0,2.35,4.375
4.659999999999999,Целебные травы,Нокрон,50.6933844122219,2216-09-29,0,0,0,2.35,4.216666666666667
4.659999999999999,Целебные травы,Нокрон,47.821817035134984,2216-09-30,0,0,0,2.35,4.216666666666667
4.659999999999999,Целебные травы,Нокрон,49.25140586234965,2216-10-01,0,0,0,2.35,4.355
4.659999999999999,Целебные травы,Нокрон,60.10237863736345,2216-10-02,1,0,0,2.35,4.51
4.659999999999999,Целебные травы,Нокрон,50.524309767209814,2216-10-03,0,0,0,2.35,4.7700000000000005
4.659999999999999,Целебные травы,Нокрон,62.659755984427086,2216-10-04,0,0,1,2.35,4.25
4.659999999999999,Целебные травы,Нокрон,65.66649222545092,2216-10-05,0,1,0,2.35,4.406666666666667
4.659999999999999,Целебные травы,Нокрон,63.718312678729596,2216-10-06,1,0,0,2.35,4.2
4.659999999999999,Целебные травы,Нокрон,57.242020751501705,2216-10-07,1,0,0,2.35,4.485
4.659999999999999,Целебные травы,Нокрон,41.19909465790593,2216-10-08,0,0,0,2.35,4.443333333333334
4.659999999999999,Целебные травы,Нокрон,42.56554774390743,2216-10-09,0,0,0,2.35,4.443333333333334
4.659999999999999,Целебные травы,Нокрон,46.16358012913649,2216-10-10,0,0,0,2.35,4.2
4.579999999999999,Целебные травы,Нокрон,44.99772516554703,2216-10-11,0,0,0,2.35,4.443333333333334
4.579999999999999,Целебные травы,Нокрон,53.87289551136023,2216-10-12,1,0,0,2.48,4.425000000000001
4.579999999999999,Целебные травы,Нокрон,59.89638661112495,2216-10-13,0,0,1,2.48,4.37
4.579999999999999,Целебные травы,Нокрон,55.18703033087365,2216-10-14,0,0,0,2.48,4.503333333333334
4.579999999999999,Целебные травы,Нокрон,45.11354038094858,2216-10-15,0,0,0,2.48,4.506666666666667
4.579999999999999,Целебные травы,Нокрон,61.90805547324953,2216-10-16,0,1,0,2.48,4.583333333333333
4.579999999999999,Целебные травы,Нокрон,51.55634562852758,2216-10-17,0,0,0,2.48,5.010000000000001
4.579999999999999,Целебные травы,Нокрон,58.87845709901505,2216-10-18,0,1,0,2.48,4.54
4.579999999999999,Целебные травы,Нокрон,55.73257530012725,2216-10-19,1,0,0,2.48,4.21
4.579999999999999,Целебные травы,Нокрон,62.648651119066685,2216-10-20,1,0,0,2.48,4.21
4.579999999999999,Целебные травы,Нокрон,62.09255099440897,2216-10-21,1,0,0,2.48,4.62
4.579999999999999,Целебные травы,Нокрон,55.67642358351323,2216-10-22,1,0,0,2.48,0.0
4.579999999999999,Целебные травы,Нокрон,61.52264629888312,2216-10-23,1,0,0,2.48,4.510000000000001
4.579999999999999,Целебные травы,Нокрон,56.86692766629477,2216-10-24,0,1,0,2.48,4.5175
4.579999999999999,Целебные травы,Нокрон,57.948959566416235,2216-10-25,1,0,0,2.48,4.375
4.579999999999999,Целебные травы,Нокрон,51.61555380996021,2216-10-26,0,0,0,2.48,4.61
4.579999999999999,Целебные травы,Нокрон,48.09142507334518,2216-10-27,0,0,0,2.48,4.775
4.579999999999999,Целебные травы,Нокрон,63.032544377166786,2216-10-28,1,0,0,2.48,4.505000000000001
4.589999999999999,Целебные травы,Нокрон,46.03499320971533,2216-10-29,0,0,0,2.48,4.470000000000001
4.589999999999999,Целебные травы,Нокрон,52.02881226627264,2216-10-30,0,0,1,2.48,4.21
4.589999999999999,Целебные травы,Нокрон,59.69471048698621,2216-10-31,0,0,1,2.48,5.010000000000001
4.589999999999999,Целебные травы,Нокрон,59.686951081458474,2216-11-01,1,0,0,2.48,4.532500000000001
4.589999999999999,Целебные травы,Нокрон,63.17912208962642,2216-11-02,0,1,0,2.48,4.553333333333334
4.589999999999999,Целебные травы,Нокрон,61.56527002324377,2216-11-03,0,1,0,2.48,4.74
4.589999999999999,Целебные травы,Нокрон,57.33217207029159,2216-11-04,0,1,0,2.89,4.603333333333334
4.589999999999999,Целебные травы,Нокрон,49.771428248738665,2216-11-05,0,0,0,2.89,4.6850000000000005
4.589999999999999,Целебные травы,Нокрон,58.60104926774556,2216-11-06,0,0,1,2.89,4.83
4.589999999999999,Целебные травы,Нокрон,52.75384998834876,2216-11-07,0,1,0,2.89,4.44
4.589999999999999,Целебные травы,Нокрон,59.45852359589016,2216-11-08,0,1,0,2.89,4.300000000000001
4.589999999999999,Целебные травы,Нокрон,57.2688039228377,2216-11-09,0,0,0,2.89,4.565
4.589999999999999,Целебные травы,Нокрон,50.884773158782615,2216-11-10,0,0,0,2.89,4.450000000000001
4.589999999999999,Целебные травы,Нокрон,53.99064152258694,2216-11-11,1,0,0,2.89,4.603333333333334
4.589999999999999,Целебные травы,Нокрон,54.80017147389083,2216-11-12,0,0,1,2.89,4.346666666666668
4.589999999999999,Целебные травы,Нокрон,50.71835865209039,2216-11-13,0,0,0,2.89,4.300000000000001
4.589999999999999,Целебные травы,Нокрон,47.006706731405124,2216-11-14,0,0,0,2.89,4.676666666666667
4.589999999999999,Целебные травы,Нокрон,55.07010958978976,2216-11-15,0,1,0,2.89,4.445
4.589999999999999,Целебные травы,Нокрон,46.35683729584503,2216-11-16,0,0,0,2.89,4.450000000000001
4.589999999999999,Целебные травы,Нокрон,52.12967127105568,2216-11-17,0,0,0,2.89,5.220000000000001
4.589999999999999,Целебные травы,Нокрон,44.942782059565204,2216-11-18,0,0,0,2.89,4.405000000000001
4.589999999999999,Целебные травы,Нокрон,60.46289539917626,2216-11-19,0,0,1,2.89,4.625000000000001
4.589999999999999,Целебные травы,Нокрон,55.867141533209995,2216-11-20,0,1,0,2.89,4.6625000000000005
4.589999999999999,Целебные травы,Нокрон,56.797946383863454,2216-11-21,1,0,0,2.89,4.48
4.589999999999999,Целебные травы,Нокрон,62.17611491632281,2216-11-22,1,0,0,2.89,4.845000000000001
4.589999999999999,Целебные травы,Нокрон,51.609169486600116,2216-11-23,0,0,1,2.89,4.535000000000001
4.589999999999999,Целебные травы,Нокрон,56.36954097070612,2216-11-24,0,1,0,2.89,4.915000000000001
4.589999999999999,Целебные травы,Нокрон,47.8617320380377,2216-11-25,0,0,0,2.89,4.48
4.589999999999999,Целебные травы,Нокрон,43.619823719900914,2216-11-26,0,0,0,2.89,4.810000000000001
4.799999999999999,Целебные травы,Нокрон,47.64543581752344,2216-11-27,0,0,0,2.89,4.48
4.799999999999999,Целебные травы,Нокрон,51.98344887478972,2216-11-28,0,1,0,2.89,4.415000000000001
4.799999999999999,Целебные травы,Нокрон,59.700076364614986,2216-11-29,0,0,1,2.89,4.48
4.799999999999999,Целебные травы,Нокрон,42.55734575564206,2216-11-30,0,0,0,2.89,4.36
4.799999999999999,Целебные травы,Нокрон,47.121342133822935,2216-12-01,0,0,0,2.89,4.535000000000001
4.799999999999999,Целебные травы,Нокрон,47.60897630881479,2216-12-02,0,0,0,2.89,4.790000000000001
4.799999999999999,Целебные травы,Нокрон,42.23740468331053,2216-12-03,0,0,0,2.13,5.0600000000000005
4.799999999999999,Целебные травы,Нокрон,55.02142562958959,2216-12-04,0,1,0,2.13,0.0
4.799999999999999,Целебные травы,Нокрон,43.35081171603684,2216-12-05,0,0,0,2.13,4.885000000000001
4.799999999999999,Целебные травы,Нокрон,35.390796610427785,2216-12-06,0,0,0,2.13,4.885000000000001
4.799999999999999,Целебные травы,Нокрон,53.50175304361709,2216-12-07,0,1,0,2.13,4.885000000000001
4.799999999999999,Целебные травы,Нокрон,40.85849221155397,2216-12-08,0,0,0,2.13,4.8066666666666675
4.799999999999999,Целебные травы,Нокрон,49.83079529377476,2216-12-09,1,0,0,2.13,5.195
4.799999999999999,Целебные травы,Нокрон,49.142458775601945,2216-12-10,0,0,0,2.13,5.195
4.799999999999999,Целебные травы,Нокрон,44.641266044385226,2216-12-11,0,0,1,2.13,4.65
4.799999999999999,Целебные травы,Нокрон,49.20915115458722,2216-12-12,1,0,0,2.13,4.822500000000001
4.799999999999999,Целебные травы,Нокрон,40.123312608034794,2216-12-13,0,0,0,2.13,4.896666666666667
4.799999999999999,Целебные травы,Нокрон,40.167048031751456,2216-12-14,0,0,0,2.13,4.822500000000001
4.799999999999999,Целебные травы,Нокрон,42.248978622307646,2216-12-15,0,0,0,2.13,4.822500000000001
4.799999999999999,Целебные травы,Нокрон,46.7311545632011,2216-12-16,0,0,0,2.13,4.4750000000000005
4.8199999999999985,Целебные травы,Нокрон,45.19603160662121,2216-12-17,0,0,0,2.13,4.5166666666666675
4.8199999999999985,Целебные травы,Нокрон,51.19721939833498,2216-12-18,0,1,0,2.13,4.880000000000001
4.8199999999999985,Целебные травы,Нокрон,61.761530181539015,2216-12-19,1,0,0,2.13,4.65
4.8199999999999985,Целебные травы,Нокрон,36.931904788866056,2216-12-20,0,0,0,2.13,4.300000000000001
4.8199999999999985,Целебные травы,Нокрон,54.12560947350816,2216-12-21,0,0,1,2.13,5.245
4.8199999999999985,Целебные травы,Нокрон,42.33630586668882,2216-12-22,0,0,0,3.66,4.600000000000001
4.8199999999999985,Целебные травы,Нокрон,46.97222344803252,2216-12-23,1,0,0,3.66,5.220000000000001
4.8199999999999985,Целебные травы,Нокрон,38.865664039923345,2216-12-24,0,0,0,3.66,5.220000000000001
4.8199999999999985,Целебные травы,Нокрон,56.5657229933741,2216-12-25,0,1,0,3.66,5.23
4.8199999999999985,Целебные травы,Нокрон,51.22289906753922,2216-12-26,0,1,0,3.66,4.926666666666667
4.8199999999999985,Целебные травы,Нокрон,45.23009525412405,2216-12-27,0,0,0,3.66,4.32
4.8199999999999985,Целебные травы,Нокрон,41.15881587359666,2216-12-28,0,0,0,3.66,4.610000000000001
4.8199999999999985,Целебные травы,Нокрон,61.580507007839586,2216-12-29,0,0,1,3.66,4.920000000000001
4.809999999999999,Целебные травы,Нокрон,45.989667439703226,2216-12-30,0,0,0,3.36,5.0200000000000005
4.809999999999999,Целебные травы,Нокрон,50.52079475303836,2216-12-31,0,0,1,3.36,0.0
4.809999999999999,Целебные травы,Нокрон,45.15103824748783,2217-01-01,0,0,0,3.36,4.5133333333333345
4.809999999999999,Целебные травы,Нокрон,55.08656451084309,2217-01-02,1,0,0,3.36,5.23
4.809999999999999,Целебные травы,Нокрон,43.40730359343628,2217-01-03,0,0,0,3.36,4.460000000000001
4.809999999999999,Целебные травы,Нокрон,37.85632822396559,2217-01-04,0,0,0,3.36,5.033333333333334
4.809999999999999,Целебные травы,Нокрон,56.46539152726489,2217-01-05,0,0,1,3.36,4.630000000000001
4.809999999999999,Целебные травы,Нокрон,44.315822834780285,2217-01-06,0,0,0,3.36,4.6400000000000015
4.809999999999999,Целебные травы,Нокрон,58.44811331270458,2217-01-07,0,1,0,3.36,4.526666666666667
4.809999999999999,Целебные травы,Нокрон,58.15888550532721,2217-01-08,0,0,1,3.36,4.6400000000000015
4.809999999999999,Целебные травы,Нокрон,44.69036319976979,2217-01-09,0,0,0,3.36,4.526666666666667
4.809999999999999,Целебные травы,Нокрон,53.21799679445375,2217-01-10,1,0,0,3.36,4.32
4.809999999999999,Целебные травы,Нокрон,40.96007614551215,2217-01-11,0,0,0,3.36,5.123333333333334
4.809999999999999,Целебные травы,Нокрон,47.08740874510045,2217-01-12,0,0,0,3.36,5.023333333333333
4.809999999999999,Целебные травы,Нокрон,50.54940848517079,2217-01-13,1,0,0,3.36,4.9225
4.809999999999999,Целебные травы,Нокрон,50.00406417684202,2217-01-14,0,0,0,3.36,4.533333333333334
4.809999999999999,Целебные травы,Нокрон,51.57208473374063,2217-01-15,0,1,0,3.36,5.375
4.759999999999999,Целебные травы,Нокрон,52.93697339816132,2217-01-16,0,1,0,3.36,4.640000000000001
4.759999999999999,Целебные травы,Нокрон,45.27049485555581,2217-01-17,0,0,0,3.36,4.640000000000001
4.759999999999999,Целебные травы,Нокрон,52.2062503770137,2217-01-18,0,0,1,3.36,4.64
4.759999999999999,Целебные травы,Нокрон,40.03827811596653,2217-01-19,0,0,0,3.26,4.7250000000000005
4.759999999999999,Целебные травы,Нокрон,35.22702793565431,2217-01-20,0,0,0,3.26,5.18
4.759999999999999,Целебные травы,Нокрон,45.789850141582065,2217-01-21,0,0,0,3.26,4.7250000000000005
4.759999999999999,Целебные травы,Нокрон,49.94998599723741,2217-01-22,0,0,1,3.26,4.64
4.759999999999999,Целебные травы,Нокрон,48.20627719957168,2217-01-23,0,0,0,3.26,4.25
4.759999999999999,Целебные травы,Нокрон,45.380361000117944,2217-01-24,0,0,0,3.26,4.9375
4.759999999999999,Целебные травы,Нокрон,57.687681165263776,2217-01-25,0,0,1,3.26,4.445
4.759999999999999,Целебные травы,Нокрон,44.21344542991687,2217-01-26,0,0,0,3.26,4.9375
4.759999999999999,Целебные травы,Нокрон,58.862277271398895,2217-01-27,0,1,0,3.26,4.445
4.759999999999999,Целебные травы,Нокрон,48.61806865529845,2217-01-28,0,0,0,3.26,4.566666666666667
